CSR	21000	21000	0.005	17.21512
COO	21000	21000	0.005	17.21253
CSR	21000	21000	0.01	17.80566
COO	21000	21000	0.01	17.86803
CSR	21000	21000	0.02	18.02222
COO	21000	21000	0.02	18.14790
CSR	21000	21000	0.005	17.18043
COO	21000	21000	0.005	17.31888
CSR	21000	21000	0.01	17.37181
COO	21000	21000	0.01	17.75818
CSR	21000	21000	0.02	18.03315
COO	21000	21000	0.02	18.31616
CSR	23000	23000	0.005	20.45680
COO	23000	23000	0.005	20.66118
CSR	23000	23000	0.01	21.16095
COO	23000	23000	0.01	21.34364
CSR	23000	23000	0.02	21.65616
COO	23000	23000	0.02	22.26911
CSR	23000	23000	0.005	20.78579
COO	23000	23000	0.005	20.54482
CSR	23000	23000	0.01	20.88453
COO	23000	23000	0.01	21.40003
CSR	23000	23000	0.02	21.95389
COO	23000	23000	0.02	22.13602
CSR	23000	23000	0.005	20.41345
COO	23000	23000	0.005	20.66244
CSR	23000	23000	0.01	20.87733
COO	23000	23000	0.01	20.96146
CSR	23000	23000	0.02	21.74753
COO	23000	23000	0.02	22.04290
CSR	23000	23000	0.005	20.51496
COO	23000	23000	0.005	20.77047
CSR	23000	23000	0.01	21.39877
COO	23000	23000	0.01	21.25318
CSR	23000	23000	0.02	21.96818
COO	23000	23000	0.02	22.10334
CSR	23000	23000	0.005	20.44197
COO	23000	23000	0.005	20.73681
CSR	23000	23000	0.01	21.03540
COO	23000	23000	0.01	21.43871
CSR	23000	23000	0.02	22.79585
COO	23000	23000	0.02	22.90216
CSR	23000	23000	0.005	20.42495
COO	23000	23000	0.005	20.48060
CSR	23000	23000	0.01	21.09494
COO	23000	23000	0.01	21.14397
CSR	23000	23000	0.02	22.01711
COO	23000	23000	0.02	21.91863
CSR	23000	23000	0.005	20.75919
COO	23000	23000	0.005	20.45228
CSR	23000	23000	0.01	20.89374
COO	23000	23000	0.01	20.88576
CSR	23000	23000	0.02	21.68254
COO	23000	23000	0.02	21.81348
CSR	23000	23000	0.005	20.53650
COO	23000	23000	0.005	20.80996
CSR	23000	23000	0.01	20.75582
COO	23000	23000	0.01	21.72895
CSR	23000	23000	0.02	21.63602
COO	23000	23000	0.02	22.30049
CSR	23000	23000	0.005	20.41314
COO	23000	23000	0.005	20.57997
CSR	23000	23000	0.01	20.97639
COO	23000	23000	0.01	21.32572
CSR	23000	23000	0.02	22.24070
COO	23000	23000	0.02	22.34287
CSR	23000	23000	0.005	20.77204
COO	23000	23000	0.005	20.53234
CSR	23000	23000	0.01	20.86807
COO	23000	23000	0.01	20.93246
CSR	23000	23000	0.02	22.33637
COO	23000	23000	0.02	22.13526
CSC	5000	5000	0.005	4.43169
Diagonal	5000	5000	0.005	18.46853
CSC	5000	5000	0.01	4.61286
Diagonal	5000	5000	0.01	18.77741
CSC	5000	5000	0.02	4.55540
Diagonal	5000	5000	0.02	19.08188
CSC	5000	5000	0.005	4.44777
Diagonal	5000	5000	0.005	18.86116
CSC	5000	5000	0.01	4.48505
Diagonal	5000	5000	0.01	18.82459
CSC	5000	5000	0.02	4.59901
Diagonal	5000	5000	0.02	18.82883
CSC	5000	5000	0.005	4.47369
Diagonal	5000	5000	0.005	18.46115
CSC	5000	5000	0.01	4.47658
Diagonal	5000	5000	0.01	18.93525
CSC	5000	5000	0.02	4.57159
Diagonal	5000	5000	0.02	19.61920
CSC	5000	5000	0.005	4.45907
Diagonal	5000	5000	0.005	18.34424
CSC	5000	5000	0.01	4.62914
Diagonal	5000	5000	0.01	18.76939
CSC	5000	5000	0.02	4.55815
Diagonal	5000	5000	0.02	18.87403
CSC	5000	5000	0.005	4.45437
Diagonal	5000	5000	0.005	18.49448
CSC	5000	5000	0.01	4.73852
Diagonal	5000	5000	0.01	19.24053
CSC	5000	5000	0.02	4.55493
Diagonal	5000	5000	0.02	19.11840
CSC	5000	5000	0.005	4.46501
Diagonal	5000	5000	0.005	18.62445
CSC	5000	5000	0.01	4.62296
Diagonal	5000	5000	0.01	18.86970
CSC	5000	5000	0.02	4.63358
Diagonal	5000	5000	0.02	18.96585
CSC	5000	5000	0.005	4.45905
Diagonal	5000	5000	0.005	18.59343
CSC	5000	5000	0.01	4.47172
Diagonal	5000	5000	0.01	19.05402
CSC	5000	5000	0.02	4.59028
Diagonal	5000	5000	0.02	19.28583
CSC	5000	5000	0.005	4.43710
Diagonal	5000	5000	0.005	18.51126
CSC	5000	5000	0.01	4.50241
Diagonal	5000	5000	0.01	19.12223
CSC	5000	5000	0.02	4.64156
Diagonal	5000	5000	0.02	18.99256
CSC	5000	5000	0.005	4.45152
Diagonal	5000	5000	0.005	18.57696
CSC	5000	5000	0.01	4.47698
Diagonal	5000	5000	0.01	18.80349
CSC	5000	5000	0.02	4.55774
Diagonal	5000	5000	0.02	18.99466
CSC	5000	5000	0.005	4.43917
Diagonal	5000	5000	0.005	18.64269
CSC	5000	5000	0.01	4.60461
Diagonal	5000	5000	0.01	18.72253
CSC	5000	5000	0.02	4.66810
Diagonal	5000	5000	0.02	18.95152
CSC	7000	7000	0.005	9.36877
Diagonal	7000	7000	0.005	39.18272
CSC	7000	7000	0.01	8.98695
Diagonal	7000	7000	0.01	39.13803
CSC	7000	7000	0.02	9.03569
Diagonal	7000	7000	0.02	39.66336
CSC	7000	7000	0.005	8.89125
Diagonal	7000	7000	0.005	39.18733
CSC	7000	7000	0.01	9.00437
Diagonal	7000	7000	0.01	39.09997
CSC	7000	7000	0.02	8.98947
Diagonal	7000	7000	0.02	39.70784
CSC	7000	7000	0.005	8.85206
Diagonal	7000	7000	0.005	39.43738
CSC	7000	7000	0.01	8.86385
Diagonal	7000	7000	0.01	39.53254
CSC	7000	7000	0.02	9.03052
